Utilizzazione;Popolazione media in coda;Popolazione media nel centro;Tempo medio di servizio;Tempo medio di attesa;Tempo medio di risposta;Tempo medio di interarrivo;Numero arrivi macchine;Numero abbandoni;Probabilità abbandono
0,503911284336720;0,000000000000000;1,511733853010160;302,784060066831842;0,000000000000000;302,784060066831842;163,126216582755603;1024,000000000000000;187,000000000000000;0,182617187500000
0,505119445574295;0,000000000000000;1,515358336722885;299,207849213406860;0,000000000000000;299,207849213406860;159,013872013247294;1024,000000000000000;198,000000000000000;0,193359375000000
0,512205333197268;0,000000000000000;1,536615999591805;302,506545298086110;0,000000000000000;302,506545298086110;157,493740726579546;1024,000000000000000;204,000000000000000;0,199218750000000
0,513093716821889;0,000000000000000;1,539281150465668;299,695602818401255;0,000000000000000;299,695602818401255;155,897429798024632;1024,000000000000000;203,500000000000000;0,198730468750000
0,512162393590884;0,000000000000000;1,536487180772651;298,894362836852508;0,000000000000000;298,894362836852508;156,030088925005884;1024,000000000000000;202,199999999999989;0,197460937500000
0,514834433226545;0,000000000000000;1,544503299679634;301,537565613507297;0,000000000000000;301,537565613507297;155,662677249753330;1024,000000000000000;207,333333333333314;0,202473958333333
0,519743043136968;0,000000000000000;1,559229129410904;305,389886389044250;0,000000000000000;305,389886389044250;155,483247228696115;1024,000000000000000;210,428571428571416;0,205496651785714
0,520729772615397;0,000000000000000;1,562189317846191;305,543278608272999;0,000000000000000;305,543278608272999;155,720961707717095;1024,000000000000000;208,375000000000000;0,203491210937500
0,521779630203710;0,000000000000000;1,565338890611131;306,399397391570176;0,000000000000000;306,399397391570176;155,343611881910931;1024,000000000000000;211,000000000000000;0,206054687500000
0,522871579598472;0,000000000000000;1,568614738795415;306,431836571070846;0,000000000000000;306,431836571070846;154,972517903358494;1024,000000000000000;211,199999999999989;0,206250000000000
0,521590680247452;0,000000000000000;1,564772040742356;305,473480601163772;0,000000000000000;305,473480601163772;155,271797517426620;1024,000000000000000;209,090909090909093;0,204190340909091
0,521316682345824;0,000000000000000;1,563950047037472;305,003742079202709;0,000000000000000;305,003742079202709;155,388839492803413;1024,000000000000000;207,666666666666657;0,202799479166667
0,520895121828956;0,000000000000000;1,562685365486866;304,628204151786065;0,000000000000000;304,628204151786065;155,498738869962608;1024,000000000000000;206,923076923076906;0,202073317307692
0,519907331732489;0,000000000000000;1,559721995197467;304,157334622719247;0,000000000000000;304,157334622719247;155,570823252271083;1024,000000000000000;206,785714285714278;0,201939174107143
0,520656846560438;0,000000000000000;1,561970539681313;304,682869148640805;0,000000000000000;304,682869148640805;155,666483052229808;1024,000000000000000;206,599999999999994;0,201757812500000
0,520851810122912;0,000000000000000;1,562555430368735;304,725034486147536;0,000000000000000;304,725034486147536;155,627771530418727;1024,000000000000000;206,562500000000000;0,201721191406250
0,521384744828838;0,000000000000000;1,564154234486512;304,585072057565469;0,000000000000000;304,585072057565469;155,322623416713554;1024,000000000000000;207,000000000000000;0,202148437500000
0,520196355685638;0,000000000000000;1,560589067056913;303,250882984015220;0,000000000000000;303,250882984015220;155,086022990788194;1024,000000000000000;206,444444444444457;0,201605902777778
0,520607802913127;0,000000000000000;1,561823408739382;303,382510030555125;0,000000000000000;303,382510030555125;155,276956534794351;1024,000000000000000;205,105263157894740;0,200298108552632
0,519518953435876;0,000000000000000;1,558556860307626;303,400827792643270;0,000000000000000;303,400827792643270;155,679635596983928;1024,000000000000000;204,849999999999994;0,200048828125000
0,520141159359575;0,000000000000000;1,560423478078724;303,911686457911685;0,000000000000000;303,911686457911685;155,690255353400687;1024,000000000000000;205,238095238095241;0,200427827380952
0,521014978274904;0,000000000000000;1,563044934824713;303,913789925963954;0,000000000000000;303,913789925963954;155,584392259374937;1024,000000000000000;204,454545454545467;0,199662642045455
0,519521255053132;0,000000000000000;1,558563765159395;303,328978554479079;0,000000000000000;303,328978554479079;155,983147016992064;1024,000000000000000;203,260869565217405;0,198496942934783
0,518506507224912;0,000000000000000;1,555519521674736;303,114565231740528;0,000000000000000;303,114565231740528;156,222182663950150;1024,000000000000000;203,083333333333343;0,198323567708333
0,518239375291276;0,000000000000000;1,554718125873827;303,214052427119839;0,000000000000000;303,214052427119839;156,255061330694076;1024,000000000000000;203,520000000000010;0,198750000000000
0,518499351087656;0,000000000000000;1,555498053262967;302,726452628123923;0,000000000000000;302,726452628123923;155,933662296257694;1024,000000000000000;203,500000000000000;0,198730468750000
